Symbol	Protein_name	Chromosome	Uniprot	Ensembl_x	Ensembl_y	Family
ZNF337	zinc finger protein 337	20p11.21	Q9Y3M9	ENSG00000130684	ENSG00000130684	zf-C2H2
ZNF341	zinc finger protein 341	20q11.22	Q9BYN7	ENSG00000131061	ENSG00000131061	zf-C2H2
ZNF343	zinc finger protein 343	20p13	Q6P1L6	ENSG00000088876	ENSG00000088876	zf-C2H2
ZNF345	zinc finger protein 345	19q13.12	Q14585	ENSG00000251247	ENSG00000251247	zf-C2H2
ZNF347	zinc finger protein 347	19q13.42	Q96SE7	ENSG00000197937	ENSG00000197937	zf-C2H2
ZNF350	zinc finger protein 350	19q13.41	Q9GZX5	ENSG00000256683	ENSG00000256683	zf-C2H2
ZNF354A	zinc finger protein 354A	5q35.3	O60765	ENSG00000169131	ENSG00000169131	zf-C2H2
ZNF354B	zinc finger protein 354B	5q35.3	Q96LW1	ENSG00000178338	ENSG00000178338	zf-C2H2
ZNF354C	zinc finger protein 354C	5q35.3	Q86Y25	ENSG00000177932	ENSG00000177932	zf-C2H2
ZNF358	zinc finger protein 358	19p13.2	Q9NW07	ENSG00000198816	ENSG00000198816	zf-C2H2
ZNF362	zinc finger protein 362	1p35.1	Q5T0B9	ENSG00000160094	ENSG00000160094	zf-C2H2
ZNF366	zinc finger protein 366	5q13.1	Q8N895	ENSG00000178175	ENSG00000178175	zf-C2H2
ZNF367	zinc finger protein 367	9q22.32	Q7RTV3	ENSG00000165244	ENSG00000165244	zf-C2H2
ZNF382	zinc finger protein 382	19q13.12	Q96SR6	ENSG00000161298	ENSG00000161298	zf-C2H2
ZNF383	zinc finger protein 383	19q13.13	Q8NA42	ENSG00000188283	ENSG00000188283	zf-C2H2
ZNF384	zinc finger protein 384	12p13.31	Q8TF68	ENSG00000126746	ENSG00000126746	zf-C2H2
ZNF385A	zinc finger protein 385A	12q13.13	Q96PM9	ENSG00000161642	ENSG00000161642	zf-C2H2
ZNF385B	zinc finger protein 385B	2q31.2-q31.3	Q569K4	ENSG00000144331	ENSG00000144331	zf-C2H2
ZNF391	zinc finger protein 391	6p22.1	Q9UJN7	ENSG00000124613	ENSG00000124613	zf-C2H2
ZNF394	zinc finger protein 394	7q22.1	Q53GI3	ENSG00000160908	ENSG00000160908	zf-C2H2
ZNF395	zinc finger protein 395	8p21.1	Q9H8N7	ENSG00000186918	ENSG00000186918	Others
ZNF396	zinc finger protein 396	18q12.2	Q96N95	ENSG00000186496	ENSG00000186496	zf-C2H2
ZNF397	zinc finger protein 397	18q12.2	Q8NF99	ENSG00000186812	ENSG00000186812	zf-C2H2
ZNF398	zinc finger protein 398	7q35	Q8TD17	ENSG00000197024	ENSG00000197024	zf-C2H2
ZNF404	zinc finger protein 404	19q13.31	Q494X3	ENSG00000176222	ENSG00000176222	zf-C2H2
ZNF407	zinc finger protein 407	18q23	Q9C0G0	ENSG00000215421	ENSG00000215421	zf-C2H2
ZNF408	zinc finger protein 408	11p11.2	Q9H9D4	ENSG00000175213	ENSG00000175213	zf-C2H2
ZNF410	zinc finger protein 410	14q24.3	Q86VK4	ENSG00000119725	ENSG00000119725	zf-C2H2
ZNF414	zinc finger protein 414	19p13.2	Q96IQ9	ENSG00000133250	ENSG00000133250	Others
ZNF415	zinc finger protein 415	19q13.42	Q09FC8	ENSG00000170954	ENSG00000170954	zf-C2H2
ZNF416	zinc finger protein 416	19q13.43	Q9BWM5	ENSG00000083817	ENSG00000083817	zf-C2H2
ZNF417	zinc finger protein 417	19q13.43	Q8TAU3	ENSG00000173480	ENSG00000173480	zf-C2H2
ZNF418	zinc finger protein 418	19q13.43	Q8TF45	ENSG00000196724	ENSG00000196724	zf-C2H2
ZNF419	zinc finger protein 419	19q13.43	Q96HQ0	ENSG00000105136	ENSG00000105136	zf-C2H2
ZNF420	zinc finger protein 420	19q13.12	Q8TAQ5	ENSG00000197050	ENSG00000197050	zf-C2H2
ZNF423	zinc finger protein 423	16q12.1	Q2M1K9	ENSG00000102935	ENSG00000102935	zf-C2H2
ZNF425	zinc finger protein 425	7q36.1	Q6IV72	ENSG00000204947	ENSG00000204947	zf-C2H2
ZNF426	zinc finger protein 426	19p13.2	Q9BUY5	ENSG00000130818	ENSG00000130818	zf-C2H2
ZNF429	zinc finger protein 429	19p12	Q86V71	ENSG00000197013	ENSG00000197013	zf-C2H2
ZNF430	zinc finger protein 430	19p12	Q9H8G1	ENSG00000118620	ENSG00000118620	zf-C2H2
ZNF431	zinc finger protein 431	19p12	Q8TF32	ENSG00000196705	ENSG00000196705	zf-C2H2
ZNF432	zinc finger protein 432	19q13.41	O94892	ENSG00000256087	ENSG00000256087	zf-C2H2
ZNF433	zinc finger protein 433	19p13.2	Q8N7K0	ENSG00000197647	ENSG00000197647	zf-C2H2
ZNF436	zinc finger protein 436	1p36.12	Q9C0F3	ENSG00000125945	ENSG00000125945	zf-C2H2
ZNF438	zinc finger protein 438	10p11.23	Q7Z4V0	ENSG00000183621	ENSG00000183621	zf-C2H2
ZNF439	zinc finger protein 439	19p13.2	Q8NDP4	ENSG00000171291	ENSG00000171291	zf-C2H2
ZNF440	zinc finger protein 440	19p13.2	Q8IYI8	ENSG00000171295	ENSG00000171295	zf-C2H2
ZNF441	zinc finger protein 441	19p13.2	Q8N8Z8	ENSG00000197044	ENSG00000197044	zf-C2H2
ZNF442	zinc finger protein 442	19p13.2	Q9H7R0	ENSG00000198342	ENSG00000198342	zf-C2H2
ZNF443	zinc finger protein 443	19p13.2	Q9Y2A4	ENSG00000180855	ENSG00000180855	zf-C2H2
ZNF444	zinc finger protein 444	19q13.43	Q8N0Y2	ENSG00000167685	ENSG00000167685	zf-C2H2
ZNF445	zinc finger protein 445	3p21.31	P59923	ENSG00000185219	ENSG00000185219	zf-C2H2
ZNF446	zinc finger protein 446	19q13.43	Q9NWS9	ENSG00000083838	ENSG00000083838	zf-C2H2
ZNF449	zinc finger protein 449	Xq26.3	Q6P9G9	ENSG00000173275	ENSG00000173275	zf-C2H2
ZNF454	zinc finger protein 454	5q35.3	Q8N9F8	ENSG00000178187	ENSG00000178187	zf-C2H2
ZNF460	zinc finger protein 460	19q13.43	Q14592	ENSG00000197714	ENSG00000197714	zf-C2H2
ZNF461	zinc finger protein 461	19q13.13	Q8TAF7	ENSG00000197808	ENSG00000197808	zf-C2H2
ZNF462	zinc finger protein 462	9q31.2	Q96JM2	ENSG00000148143	ENSG00000148143	zf-C2H2
ZNF467	zinc finger protein 467	7q36.1	Q7Z7K2	ENSG00000181444	ENSG00000181444	zf-C2H2
ZNF468	zinc finger protein 468	19q13.41	Q5VIY5	ENSG00000204604	ENSG00000204604	zf-C2H2
ZNF469	zinc finger protein 469	16q24.2	Q96JG9	ENSG00000225614	ENSG00000225614	zf-C2H2
ZNF470	zinc finger protein 470	19q13.43	Q6ECI4	ENSG00000197016	ENSG00000197016	zf-C2H2
ZNF471	zinc finger protein 471	19q13.43	Q9BX82	ENSG00000196263	ENSG00000196263	zf-C2H2
ZNF473	zinc finger protein 473	19q13.33	Q8WTR7	ENSG00000142528	ENSG00000142528	zf-C2H2
ZNF479	zinc finger protein 479	7p11.2	Q96JC4	ENSG00000185177	ENSG00000185177	zf-C2H2
ZNF480	zinc finger protein 480	19q13.41	Q8WV37	ENSG00000198464	ENSG00000198464	zf-C2H2
ZNF483	zinc finger protein 483	9q31.3	Q8TF39	ENSG00000173258	ENSG00000173258	zf-C2H2
ZNF484	zinc finger protein 484	9q22.31	Q5JVG2	ENSG00000127081	ENSG00000127081	zf-C2H2
ZNF485	zinc finger protein 485	10q11.21	Q8NCK3	ENSG00000198298	ENSG00000198298	zf-C2H2
ZNF486	zinc finger protein 486	19p12	Q96H40	ENSG00000256229	ENSG00000256229	zf-C2H2
ZNF487	zinc finger protein 487	10q11.21	B1APH4	ENSG00000243660	ENSG00000243660	Others
ZNF488	zinc finger protein 488	10q11.22	Q96MN9	ENSG00000265763	ENSG00000265763	Others
ZNF490	zinc finger protein 490	19p13.2-p13.13	Q9ULM2	ENSG00000188033	ENSG00000188033	zf-C2H2
ZNF491	zinc finger protein 491	19p13.2	Q8N8L2	ENSG00000177599	ENSG00000177599	zf-C2H2
ZNF492	zinc finger protein 492	19p12	Q9P255	ENSG00000229676	ENSG00000229676	zf-C2H2
ZNF493	zinc finger protein 493	19p12	Q6ZR52	ENSG00000196268	ENSG00000196268	zf-C2H2
ZNF496	zinc finger protein 496	1q44	Q96IT1	ENSG00000162714	ENSG00000162714	zf-C2H2
ZNF497	zinc finger protein 497	19q13.43	Q6ZNH5	ENSG00000174586	ENSG00000174586	zf-C2H2
ZNF500	zinc finger protein 500	16p13.3	O60304	ENSG00000103199	ENSG00000103199	zf-C2H2
ZNF501	zinc finger protein 501	3p21.31	Q96CX3	ENSG00000186446	ENSG00000186446	zf-C2H2
ZNF502	zinc finger protein 502	3p21.31	Q8TBZ5	ENSG00000196653	ENSG00000196653	zf-C2H2
ZNF503	zinc finger protein 503	10q22.2	Q96F45	ENSG00000165655	ENSG00000165655	Others
ZNF506	zinc finger protein 506	19p13.11	Q5JVG8	ENSG00000081665	ENSG00000081665	zf-C2H2
ZNF507	zinc finger protein 507	19q13.11	Q8TCN5	ENSG00000168813	ENSG00000168813	zf-C2H2
ZNF510	zinc finger protein 510	9q22.33	Q9Y2H8	ENSG00000081386	ENSG00000081386	zf-C2H2
ZNF511	zinc finger protein 511	10q26.3	Q8NB15	ENSG00000198546	ENSG00000198546	Others
ZNF512	zinc finger protein 512	2p23.3	Q96ME7	ENSG00000243943	ENSG00000243943	zf-C2H2
ZNF512B	zinc finger protein 512B	20q13.33	Q96KM6	ENSG00000196700	ENSG00000196700	zf-C2H2
ZNF513	zinc finger protein 513	2p23.3	Q8N8E2	ENSG00000163795	ENSG00000163795	zf-C2H2
ZNF514	zinc finger protein 514	2q11.1	Q96K75	ENSG00000144026	ENSG00000144026	zf-C2H2
ZNF516	zinc finger protein 516	18q23	Q92618	ENSG00000101493	ENSG00000101493	zf-C2H2
ZNF517	zinc finger protein 517	8q24.3	Q6ZMY9	ENSG00000197363	ENSG00000197363	zf-C2H2
ZNF518A	zinc finger protein 518A	10q24.1	Q6AHZ1	ENSG00000177853	ENSG00000177853	zf-C2H2
ZNF518B	zinc finger protein 518B	4p16.1	Q9C0D4	ENSG00000178163	ENSG00000178163	zf-C2H2
ZNF519	zinc finger protein 519	18p11.21	Q8TB69	ENSG00000175322	ENSG00000175322	zf-C2H2
ZNF521	zinc finger protein 521	18q11.2	Q96K83	ENSG00000198795	ENSG00000198795	zf-C2H2
ZNF524	zinc finger protein 524	19q13.42	Q96C55	ENSG00000171443	ENSG00000171443	zf-C2H2
ZNF525	zinc finger protein 525	19q13.42	Q8N782	ENSG00000203326	ENSG00000203326	zf-C2H2
ZNF526	zinc finger protein 526	19q13.2	Q8TF50	ENSG00000167625	ENSG00000167625	zf-C2H2
ZNF527	zinc finger protein 527	19q13.12	Q8NB42	ENSG00000189164	ENSG00000189164	zf-C2H2
ZNF528	zinc finger protein 528	19q13.41	Q3MIS6	ENSG00000167555	ENSG00000167555	zf-C2H2
ZNF529	zinc finger protein 529	19q13.12	Q6P280	ENSG00000186020	ENSG00000186020	zf-C2H2
ZNF530	zinc finger protein 530	19q13.43	Q6P9A1	ENSG00000183647	ENSG00000183647	zf-C2H2
ZNF532	zinc finger protein 532	18q21.32	Q9HCE3	ENSG00000074657	ENSG00000074657	zf-C2H2
ZNF534	zinc finger protein 534	19q13.41	Q76KX8	ENSG00000198633	ENSG00000198633	zf-C2H2
ZNF536	zinc finger protein 536	19q12	O15090	ENSG00000198597	ENSG00000198597	zf-C2H2
ZNF540	zinc finger protein 540	19q13.13	Q8NDQ6	ENSG00000171817	ENSG00000171817	zf-C2H2
ZNF541	zinc finger protein 541	19q13.33	Q9H0D2	ENSG00000118156	ENSG00000118156	zf-C2H2
ZNF543	zinc finger protein 543	19q13.43	Q08ER8	ENSG00000178229	ENSG00000178229	zf-C2H2
ZNF544	zinc finger protein 544	19q13.43	Q6NX49	ENSG00000198131	ENSG00000198131	zf-C2H2
ZNF546	zinc finger protein 546	19q13.2	Q86UE3	ENSG00000187187	ENSG00000187187	zf-C2H2
ZNF547	zinc finger protein 547	19q13.43	Q8IVP9	ENSG00000152433	ENSG00000152433	zf-C2H2
ZNF548	zinc finger protein 548	19q13.43	Q8NEK5	ENSG00000188785	ENSG00000188785	zf-C2H2
ZNF549	zinc finger protein 549	19q13.43	Q6P9A3	ENSG00000121406	ENSG00000121406	zf-C2H2
ZNF550	zinc finger protein 550	19q13.43	Q7Z398	ENSG00000251369	ENSG00000251369	zf-C2H2
ZNF551	zinc finger protein 551	19q13.43	Q7Z340	ENSG00000204519	ENSG00000204519	zf-C2H2
ZNF552	zinc finger protein 552	19q13.43	Q9H707	ENSG00000178935	ENSG00000178935	zf-C2H2
ZNF554	zinc finger protein 554	19p13.3	Q86TJ5	ENSG00000172006	ENSG00000172006	zf-C2H2
ZNF555	zinc finger protein 555	19p13.3	Q8NEP9	ENSG00000186300	ENSG00000186300	zf-C2H2
ZNF556	zinc finger protein 556	19p13.3	Q9HAH1	ENSG00000172000	ENSG00000172000	zf-C2H2
ZNF557	zinc finger protein 557	19p13.2	Q8N988	ENSG00000130544	ENSG00000130544	zf-C2H2
ZNF558	zinc finger protein 558	19p13.2	Q96NG5	ENSG00000167785	ENSG00000167785	zf-C2H2
ZNF559	zinc finger protein 559	19p13.2	Q9BR84	ENSG00000188321	ENSG00000188321	zf-C2H2
ZNF559-ZNF177	ZNF559-ZNF177 readthrough	19p13.2		ENSG00000270011	ENSG00000270011	zf-C2H2
ZNF560	zinc finger protein 560	19p13.2	Q96MR9	ENSG00000198028	ENSG00000198028	zf-C2H2
ZNF561	zinc finger protein 561	19p13.2	Q8N587	ENSG00000171469	ENSG00000171469	zf-C2H2
ZNF562	zinc finger protein 562	19p13.2	Q6V9R5	ENSG00000171466	ENSG00000171466	zf-C2H2
ZNF563	zinc finger protein 563	19p13.2	Q8TA94	ENSG00000188868	ENSG00000188868	zf-C2H2
ZNF564	zinc finger protein 564	19p13.2	Q8TBZ8	ENSG00000249709	ENSG00000249709	zf-C2H2
ZNF565	zinc finger protein 565	19q13.12	Q8N9K5	ENSG00000196357	ENSG00000196357	zf-C2H2
ZNF566	zinc finger protein 566	19q13.12	Q969W8	ENSG00000186017	ENSG00000186017	zf-C2H2
ZNF567	zinc finger protein 567	19q13.12	Q8N184	ENSG00000189042	ENSG00000189042	zf-C2H2
ZNF568	zinc finger protein 568	19q13.12	Q3ZCX4	ENSG00000198453	ENSG00000198453	zf-C2H2
ZNF569	zinc finger protein 569	19q13.12	Q5MCW4	ENSG00000196437	ENSG00000196437	zf-C2H2
ZNF570	zinc finger protein 570	19q13.12	Q96NI8	ENSG00000171827	ENSG00000171827	zf-C2H2
ZNF571	zinc finger protein 571	19q13.12	Q7Z3V5	ENSG00000180479	ENSG00000180479	zf-C2H2
ZNF572	zinc finger protein 572	8q24.13	Q7Z3I7	ENSG00000180938	ENSG00000180938	zf-C2H2
ZNF573	zinc finger protein 573	19q13.12	Q86YE8	ENSG00000189144	ENSG00000189144	zf-C2H2
ZNF574	zinc finger protein 574	19q13.2	Q6ZN55	ENSG00000105732	ENSG00000105732	zf-C2H2
ZNF575	zinc finger protein 575	19q13.31	Q86XF7	ENSG00000176472	ENSG00000176472	zf-C2H2
ZNF576	zinc finger protein 576	19q13.31	Q9H609	ENSG00000124444	ENSG00000124444	zf-C2H2
ZNF577	zinc finger protein 577	19q13.41	Q9BSK1	ENSG00000161551	ENSG00000161551	zf-C2H2
ZNF578	zinc finger protein 578	19q13.41	Q96N58	ENSG00000258405	ENSG00000258405	zf-C2H2
ZNF579	zinc finger protein 579	19q13.42	Q8NAF0	ENSG00000218891	ENSG00000218891	zf-C2H2
ZNF580	zinc finger protein 580	19q13.42	Q9UK33	ENSG00000213015	ENSG00000213015	zf-C2H2
ZNF581	zinc finger protein 581	19q13.42	Q9P0T4	ENSG00000171425	ENSG00000171425	zf-C2H2
ZNF582	zinc finger protein 582	19q13.43	Q96NG8	ENSG00000018869	ENSG00000018869	zf-C2H2
ZNF583	zinc finger protein 583	19q13.43	Q96ND8	ENSG00000198440	ENSG00000198440	zf-C2H2
ZNF584	zinc finger protein 584	19q13.43	Q8IVC4	ENSG00000171574	ENSG00000171574	zf-C2H2
ZNF585A	zinc finger protein 585A	19q13.12	Q6P3V2	ENSG00000196967	ENSG00000196967	zf-C2H2
ZNF585B	zinc finger protein 585B	19q13.12	Q52M93	ENSG00000245680	ENSG00000245680	zf-C2H2
ZNF586	zinc finger protein 586	19q13.43	Q9NXT0	ENSG00000083828	ENSG00000083828	zf-C2H2
ZNF587	zinc finger protein 587	19q13.43	Q96SQ5	ENSG00000198466	ENSG00000198466	zf-C2H2
ZNF587B	zinc finger protein 587B	19q13.43	E7ETH6	ENSG00000269343	ENSG00000269343	zf-C2H2
ZNF589	zinc finger protein 589	3p21.31	Q86UQ0	ENSG00000164048	ENSG00000164048	zf-C2H2
ZNF592	zinc finger protein 592	15q25.3	Q92610	ENSG00000166716	ENSG00000166716	zf-C2H2
ZNF594	zinc finger protein 594	17p13.2	Q96JF6	ENSG00000180626	ENSG00000180626	zf-C2H2
ZNF595	zinc finger protein 595	4p16.3	Q8IYB9	ENSG00000272602	ENSG00000272602	zf-C2H2
ZNF596	zinc finger protein 596	8p23.3	Q8TC21	ENSG00000172748	ENSG00000172748	zf-C2H2
ZNF597	zinc finger protein 597	16p13.3	Q96LX8	ENSG00000167981	ENSG00000167981	zf-C2H2
ZNF599	zinc finger protein 599	19q13.11	Q96NL3	ENSG00000153896	ENSG00000153896	zf-C2H2
ZNF600	zinc finger protein 600	19q13.42	Q6ZNG1	ENSG00000189190	ENSG00000189190	zf-C2H2
ZNF605	zinc finger protein 605	12q24.33	Q86T29	ENSG00000196458	ENSG00000196458	zf-C2H2
ZNF606	zinc finger protein 606	19q13.43	Q8WXB4	ENSG00000166704	ENSG00000166704	zf-C2H2
ZNF607	zinc finger protein 607	19q13.1	Q96SK3	ENSG00000198182	ENSG00000198182	zf-C2H2
ZNF608	zinc finger protein 608	5q23.2	Q9ULD9	ENSG00000168916	ENSG00000168916	Others
ZNF609	zinc finger protein 609	15q22.1	O15014	ENSG00000180357	ENSG00000180357	Others
ZNF610	zinc finger protein 610	19q13.41	Q8N9Z0	ENSG00000167554	ENSG00000167554	zf-C2H2
ZNF611	zinc finger protein 611	19q13.41	Q8N823	ENSG00000213020	ENSG00000213020	zf-C2H2
ZNF613	zinc finger protein 613	19q13.41	Q6PF04	ENSG00000176024	ENSG00000176024	zf-C2H2
ZNF614	zinc finger protein 614	19q13.41	Q8N883	ENSG00000142556	ENSG00000142556	zf-C2H2
ZNF615	zinc finger protein 615	19q13.41	Q8N8J6	ENSG00000197619	ENSG00000197619	zf-C2H2
ZNF616	zinc finger protein 616	19q13.41	Q08AN1	ENSG00000204611	ENSG00000204611	zf-C2H2
ZNF618	zinc finger protein 618	9q32	Q5T7W0	ENSG00000157657	ENSG00000157657	zf-C2H2
ZNF619	zinc finger protein 619	3p22.1	Q8N2I2	ENSG00000177873	ENSG00000177873	zf-C2H2
ZNF620	zinc finger protein 620	3p22.1	Q6ZNG0	ENSG00000177842	ENSG00000177842	zf-C2H2
ZNF621	zinc finger protein 621	3p22.1	Q6ZSS3	ENSG00000172888	ENSG00000172888	zf-C2H2
ZNF622	zinc finger protein 622	5p15.1	Q969S3	ENSG00000173545	ENSG00000173545	zf-C2H2
ZNF623	zinc finger protein 623	8q24.3	O75123	ENSG00000183309	ENSG00000183309	zf-C2H2
ZNF624	zinc finger protein 624	17p11.2	Q9P2J8	ENSG00000197566	ENSG00000197566	zf-C2H2
ZNF625	zinc finger protein 625	19p13.2	Q96I27	ENSG00000257591	ENSG00000257591	zf-C2H2
ZNF626	zinc finger protein 626	19p12	Q68DY1	ENSG00000188171	ENSG00000188171	zf-C2H2
ZNF627	zinc finger protein 627	19p13.2	Q7L945	ENSG00000198551	ENSG00000198551	zf-C2H2
ZNF628	zinc finger protein 628	19q13.42	Q5EBL2	ENSG00000197483	ENSG00000197483	zf-C2H2
ZNF629	zinc finger protein 629	16p11.2	Q9UEG4	ENSG00000102870	ENSG00000102870	zf-C2H2
ZNF630	zinc finger protein 630	Xp11.23	Q2M218	ENSG00000221994	ENSG00000221994	zf-C2H2
ZNF639	zinc finger protein 639	3q26.33	Q9UID6	ENSG00000121864	ENSG00000121864	zf-C2H2
ZNF641	zinc finger protein 641	12q13.11	Q96N77	ENSG00000167528	ENSG00000167528	zf-C2H2
ZNF644	zinc finger protein 644	1p22.2	Q9H582	ENSG00000122482	ENSG00000122482	zf-C2H2
ZNF646	zinc finger protein 646	16p11.2	O15015	ENSG00000167395	ENSG00000167395	zf-C2H2
ZNF648	zinc finger protein 648	1q25.3	Q5T619	ENSG00000179930	ENSG00000179930	zf-C2H2
ZNF649	zinc finger protein 649	19q13.41	Q9BS31	ENSG00000198093	ENSG00000198093	zf-C2H2
ZNF652	zinc finger protein 652	17q21.32	Q9Y2D9	ENSG00000198740	ENSG00000198740	zf-C2H2
ZNF653	zinc finger protein 653	19p13.2	Q96CK0	ENSG00000161914	ENSG00000161914	zf-C2H2
ZNF654	zinc finger protein 654	3p11.1	Q8IZM8	ENSG00000175105	ENSG00000175105	zf-C2H2
ZNF655	zinc finger protein 655	7q22.1	Q8N720	ENSG00000197343	ENSG00000197343	zf-C2H2
ZNF658	zinc finger protein 658	9q21.11	Q5TYW1	ENSG00000274349	ENSG00000274349	zf-C2H2
ZNF660	zinc finger protein 660	3p21.31	Q6AZW8	ENSG00000144792	ENSG00000144792	zf-C2H2
ZNF662	zinc finger protein 662	3p22.1	Q6ZS27	ENSG00000182983	ENSG00000182983	zf-C2H2
ZNF664	zinc finger protein 664	12q24.31	Q8N3J9	ENSG00000179195	ENSG00000179195	zf-C2H2
ZNF665	zinc finger protein 665	19q13.42	Q9H7R5	ENSG00000197497	ENSG00000197497	zf-C2H2
ZNF667	zinc finger protein 667	19q13.43	Q5HYK9	ENSG00000198046	ENSG00000198046	zf-C2H2
ZNF668	zinc finger protein 668	16p11.2	Q96K58	ENSG00000167394	ENSG00000167394	zf-C2H2
ZNF669	zinc finger protein 669	1q44	Q96BR6	ENSG00000188295	ENSG00000188295	zf-C2H2
ZNF670	zinc finger protein 670	1q44	Q9BS34	ENSG00000277462	ENSG00000277462	zf-C2H2
ZNF671	zinc finger protein 671	19q13.43	Q8TAW3	ENSG00000083814	ENSG00000083814	zf-C2H2
ZNF672	zinc finger protein 672	1q44	Q499Z4	ENSG00000171161	ENSG00000171161	zf-C2H2
ZNF674	zinc finger protein 674	Xp11.3	Q2M3X9	ENSG00000251192	ENSG00000251192	zf-C2H2
ZNF675	zinc finger protein 675	19p12	Q8TD23	ENSG00000197372	ENSG00000197372	zf-C2H2
ZNF676	zinc finger protein 676	19p12	Q8N7Q3	ENSG00000196109	ENSG00000196109	zf-C2H2
ZNF677	zinc finger protein 677	19q13.42	Q86XU0	ENSG00000197928	ENSG00000197928	zf-C2H2
ZNF678	zinc finger protein 678	1q42.13	Q5SXM1	ENSG00000181450	ENSG00000181450	zf-C2H2
ZNF679	zinc finger protein 679	7q11.21	Q8IYX0	ENSG00000197123	ENSG00000197123	zf-C2H2
ZNF680	zinc finger protein 680	7q11.21	Q8NEM1	ENSG00000173041	ENSG00000173041	zf-C2H2
ZNF681	zinc finger protein 681	19p12	Q96N22	ENSG00000196172	ENSG00000196172	zf-C2H2
ZNF682	zinc finger protein 682	19p12	O95780	ENSG00000197124	ENSG00000197124	zf-C2H2
ZNF683	zinc finger protein 683	1p36.11	Q8IZ20	ENSG00000176083	ENSG00000176083	zf-C2H2
ZNF684	zinc finger protein 684	1p34.2	Q5T5D7	ENSG00000117010	ENSG00000117010	zf-C2H2
ZNF687	zinc finger protein 687	1q21.3	Q8N1G0	ENSG00000143373	ENSG00000143373	zf-C2H2
ZNF688	zinc finger protein 688	16p11.2	P0C7X2	ENSG00000229809	ENSG00000229809	zf-C2H2
ZNF689	zinc finger protein 689	16p11.2	Q96CS4	ENSG00000156853	ENSG00000156853	zf-C2H2
ZNF691	zinc finger protein 691	1p34.2	Q5VV52	ENSG00000164011	ENSG00000164011	zf-C2H2
ZNF692	zinc finger protein 692	1q44	Q9BU19	ENSG00000171163	ENSG00000171163	zf-C2H2
ZNF695	zinc finger protein 695	1q44	Q8IW36	ENSG00000197472	ENSG00000197472	zf-C2H2
ZNF696	zinc finger protein 696	8q24.3	Q9H7X3	ENSG00000185730	ENSG00000185730	zf-C2H2
ZNF697	zinc finger protein 697	1p12	Q5TEC3	ENSG00000143067	ENSG00000143067	zf-C2H2
ZNF699	zinc finger protein 699	19p13.2	Q32M78	ENSG00000196110	ENSG00000196110	zf-C2H2
ZNF700	zinc finger protein 700	19p13.2	Q9H0M5	ENSG00000196757	ENSG00000196757	zf-C2H2
ZNF701	zinc finger protein 701	19q13.41	Q9NV72	ENSG00000167562	ENSG00000167562	zf-C2H2
ZNF704	zinc finger protein 704	8q21.13	Q6ZNC4	ENSG00000164684	ENSG00000164684	Others
ZNF705A	zinc finger protein 705A	12p13.31	Q6ZN79	ENSG00000196946	ENSG00000196946	zf-C2H2
ZNF705B	zinc finger protein 705B	8p23.1	P0CI00	ENSG00000215356	ENSG00000215356	zf-C2H2
ZNF705D	zinc finger protein 705D	8p23.1	P0CH99	ENSG00000215343	ENSG00000215343	zf-C2H2
ZNF705E	zinc finger protein 705E	11q13.4	A8MWA4	ENSG00000214534	ENSG00000214534	zf-C2H2
ZNF705G	zinc finger protein 705G	8p23.1	A8MUZ8	ENSG00000215372	ENSG00000215372	zf-C2H2
ZNF706	zinc finger protein 706	8q22.3	Q9Y5V0	ENSG00000120963	ENSG00000120963	Others
ZNF707	zinc finger protein 707	8q24.3	Q96C28	ENSG00000181135	ENSG00000181135	zf-C2H2
ZNF708	zinc finger protein 708	19p12	P17019	ENSG00000182141	ENSG00000182141	zf-C2H2
ZNF709	zinc finger protein 709	19p13.2	Q8N972	ENSG00000242852	ENSG00000242852	zf-C2H2
ZNF710	zinc finger protein 710	15q26.1	Q8N1W2	ENSG00000140548	ENSG00000140548	zf-C2H2
ZNF711	zinc finger protein 711	Xq21.1	Q9Y462	ENSG00000147180	ENSG00000147180	zf-C2H2
ZNF713	zinc finger protein 713	7p11.2	Q8N859	ENSG00000178665	ENSG00000178665	zf-C2H2
ZNF714	zinc finger protein 714	19p12	Q96N38	ENSG00000160352	ENSG00000160352	zf-C2H2
ZNF716	zinc finger protein 716	7p11.2	A6NP11	ENSG00000182111	ENSG00000182111	zf-C2H2
ZNF717	zinc finger protein 717	3p12.3	Q9BY31	ENSG00000227124	ENSG00000227124	zf-C2H2
ZNF718	zinc finger protein 718	4p16.3	Q3SXZ3	ENSG00000250312	ENSG00000250312	zf-C2H2
ZNF720	zinc finger protein 720	16p11.2	Q7Z2F6	ENSG00000197302	ENSG00000197302	Others
ZNF721	zinc finger protein 721	4p16.3	Q8TF20	ENSG00000182903	ENSG00000182903	zf-C2H2
ZNF723	zinc finger protein 723	19p12	P0DPD5	ENSG00000268696	ENSG00000268696	zf-C2H2
ZNF724	zinc finger protein 724	19p12	A8MTY0	ENSG00000196081	ENSG00000196081	zf-C2H2
ZNF726	zinc finger protein 726	19p12	A6NNF4	ENSG00000213967	ENSG00000213967	zf-C2H2
ZNF727	zinc finger protein 727	7q11.21	A8MUV8	ENSG00000214652	ENSG00000214652	zf-C2H2
ZNF728	zinc finger protein 728	19p12	P0DKX0	ENSG00000269067	ENSG00000269067	zf-C2H2
